date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:31:35	21401/21401	U-----	200	untouched ('')	image/jpeg	etag:%225399-4cdac14084d40%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio2_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio2_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:35	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d4.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:35	92948/92948	U-----	200	untouched ('')	image/jpeg	etag:%2216b14-4cdac1548bc80%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio3.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio3.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:35	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d5.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:35	17226/17226	U-----	200	untouched ('')	image/jpeg	etag:%22434a-4cdac161e5c00%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio3_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio3_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:35	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d6.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:35	111613/111613	U-----	200	untouched ('')	image/jpeg	etag:%221b3fd-4cdac1a1cb2c0%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio4.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio4.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:36	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d7.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:36	19763/19763	U-----	200	untouched ('')	image/jpeg	etag:%224d33-4cdac1ae31000%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio4_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio4_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:36	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d8.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
